age,income,education_level,marital_status,weekly_hours,children,housing_status,credit_score
47.0,54524.28871930396,Bachelor,Divorced,42,,Other,424.04073092591625
56.0,60319.5042817405,High School,Single,23,,Rent,635.9366985154528
44.0,14365.009833610762,High School,Married,23,,Other,601.7408659302465
53.0,58973.74061944926,High School,Divorced,40,,Other,210.36524422854148
46.0,38574.676906496024,High School,Divorced,56,0.0,Own,648.1893763998636
55.0,54648.1592687472,High School,Single,21,0.0,Other,291.20622030495326
50.0,49558.47903635763,High School,Married,26,4.0,Other,727.0920217659824
,84174.9954374245,Master,Single,35,,Own,362.71669405659793
44.0,58200.42985648813,Master,Single,36,3.0,Rent,704.4037221198299
50.0,48310.64256105821,,Married,39,,Own,514.0988310526443
21.0,27354.608611196683,Bachelor,Married,42,,Own,465.13505055952317
39.0,51817.203527748454,Master,Single,53,,Other,642.1132914623118
19.0,62348.43317520234,Master,Divorced,30,3.0,Other,305.6281864564757
27.0,48791.72162271165,,Single,53,,Rent,586.1558682073477
22.0,42415.15460093838,High School,Divorced,52,,Other,756.450007988049
27.0,41411.20004230522,,Single,45,,Rent,808.5208863248915
50.0,58027.12153182981,Bachelor,Married,21,1.0,Rent,507.4738172552422
55.0,61390.819089637356,Bachelor,Divorced,42,,Rent,536.6695398985212
30.0,70418.15172981677,High School,Married,41,0.0,Rent,301.61950746137495
48.0,35075.00160184463,High School,Married,53,,Other,449.85736762387364
64.0,57889.66337626425,Master,Married,34,4.0,Own,287.9778986180961
53.0,48174.44068373199,Bachelor,Married,29,,Own,688.014719047036
,48616.486930500796,,Married,34,4.0,Other,230.53000318376422
41.0,56027.38781051003,High School,Single,48,,Other,509.1551656367461
,56114.843804374206,Bachelor,Divorced,42,,Rent,388.35357026108375
32.0,57931.521586873605,Bachelor,Single,36,,Other,661.6383547159347
46.0,34137.932117062854,High School,Single,28,3.0,Own,426.4068587030155
25.0,38752.82889250312,Master,Single,55,0.0,Other,734.3877737693191
,72288.02413276526,High School,Married,28,,Other,296.1258169622134
46.0,46691.4129877874,High School,Single,35,3.0,Rent,423.1133880597157
64.0,54590.215970268444,Bachelor,Divorced,55,4.0,Rent,451.6648794219305
21.0,65819.99468064778,High School,Single,52,4.0,Rent,308.0858596914143
29.0,56951.646085412285,Master,Married,50,,Rent,629.2218186655754
,58197.83946458059,Master,Divorced,25,,Own,615.6248137196264
19.0,63418.66518865635,Master,Divorced,29,,Other,545.8881407874595
44.0,18250.043586544998,High School,Divorced,35,4.0,Other,603.2294095104543
48.0,42650.74767259198,,Divorced,23,,Rent,391.26500358896755
68.0,57029.08694749387,High School,Single,41,3.0,Own,267.36006463917784
68.0,70814.66460586486,,Married,32,,Own,448.18604478189127
53.0,50991.4333948366,,Divorced,35,,Other,216.89545678537968
53.0,37329.25307365857,Master,Divorced,48,3.0,Rent,423.09435401426106
43.0,37728.70925584246,Master,Married,25,,Other,661.9454881982332
60.0,63257.918051796114,PhD,Single,45,,Other,611.9330371293096
44.0,46733.3962641217,Master,Divorced,30,,Own,245.24345391724893
,49891.99931314495,High School,Single,43,2.0,Own,809.8693091194064
37.0,59225.45290658479,High School,Single,48,3.0,Other,561.0858205044943
28.0,6477.144759596311,Bachelor,Single,22,4.0,Rent,340.13527964344206
27.0,80005.51267262122,,Single,29,,Rent,527.1290180226941
57.0,39033.892474234075,High School,Divorced,20,,Other,580.0771802858333
55.0,53629.04554210357,Bachelor,Divorced,45,2.0,Other,426.4522593717419
23.0,24429.544797555933,Master,Single,31,,Rent,762.5185407715195
25.0,43661.88334392443,High School,Single,33,0.0,Rent,378.7350040865672
40.0,68670.32069547645,Master,Married,44,2.0,Rent,636.9292317006405
64.0,21257.49230501182,Master,Married,27,3.0,Other,398.08363438540783
43.0,66893.00130783711,Bachelor,Married,23,,Own,592.6207813814573
63.0,45894.55855651424,High School,Divorced,47,,Rent,653.0845362495955
,57307.46660330288,,Married,26,,Rent,653.4676560172901
,59862.86620227666,Master,Divorced,29,,Rent,616.1612277414479
43.0,56621.322492363885,Master,Divorced,55,1.0,Other,552.1969500524159
30.0,37025.7402255376,,Divorced,21,4.0,Own,387.18116971457994
57.0,44531.76280197465,Bachelor,Divorced,45,0.0,Own,389.4896421306253
35.0,28076.657341237766,High School,Married,33,3.0,Rent,659.7657602823726
42.0,57376.9449738212,High School,Single,35,,Other,347.7182325992842
50.0,75530.82731023888,Master,Single,36,1.0,Own,301.85851447019104
,22633.38669985306,High School,Single,41,3.0,Other,885.9539631827035
57.0,38575.31140792947,,Married,23,,Own,548.0566205970099
60.0,47273.370861756004,Bachelor,Single,38,,Rent,727.0029372142693
29.0,52600.12135570331,High School,Married,21,1.0,Other,774.6976425771346
,63187.6445215164,High School,Married,58,,Rent,610.2253988262858
53.0,47717.000294635,Bachelor,Married,28,,Own,524.6446574280716
,45260.61910331524,High School,Single,38,3.0,Own,528.0429565391255
21.0,66546.96059104611,High School,Single,35,3.0,Rent,921.6061144537823
22.0,59929.93350594958,Master,Single,44,2.0,Own,488.23843377440835
54.0,58084.66963551648,Master,Divorced,37,1.0,Rent,635.2863691533939
,51687.73567382171,High School,Married,42,0.0,Rent,735.4638293198223
59.0,64747.28316379788,Master,Divorced,40,,Rent,325.0709777857417
66.0,40155.359131546,High School,Married,30,0.0,Own,816.8767262521612
45.0,38109.58576720883,Bachelor,Single,58,0.0,Other,522.6767972674422
48.0,61191.51480303986,Master,Married,23,4.0,Rent,734.6700378818141
26.0,25624.460461296374,Master,Married,44,,Other,241.07825163149136
68.0,51382.69264454731,Master,Divorced,51,2.0,Own,869.3830927739991
46.0,45251.62471606232,High School,Married,49,,Own,824.6300200963398
31.0,28913.67904020566,High School,Single,45,,Other,539.1148042390313
57.0,36030.98630425603,Master,Married,55,0.0,Rent,687.767687351288
58.0,48365.35861556976,High School,Married,53,,Own,778.2129938924941
39.0,65509.44884748534,High School,Married,28,2.0,Rent,392.44941441216577
,40205.630131132835,Master,Divorced,31,,Rent,571.0947808874625
40.0,68200.72099857489,Master,Married,21,4.0,Other,338.85000455168955
18.0,50947.68841334774,Master,Married,57,,Own,827.6832852720753
63.0,69655.77053254956,High School,Divorced,24,2.0,Other,764.5521241658329
54.0,40932.62586829928,Master,Divorced,24,,Own,543.8102167704311
38.0,49267.85617841947,High School,Divorced,41,0.0,Other,520.6173401691223
43.0,55527.25405005494,,Divorced,24,,Own,570.2086878330106
63.0,47307.343058877326,Bachelor,Single,23,,Own,420.5485329848267
,64295.362207178536,High School,Single,28,,Own,565.1924847277028
40.0,16886.54412064601,High School,Married,48,,Rent,196.22692220157634
18.0,86336.0830818491,Bachelor,Single,41,2.0,Rent,779.6662232357683
,62866.619104927435,High School,Married,46,,Other,827.387141310919
,47397.022564474755,High School,Single,29,1.0,Other,789.0385976025598
32.0,41715.174896339835,High School,Divorced,35,,Own,361.1600321027832
38.0,37003.69082827168,Bachelor,Divorced,29,4.0,Own,558.3098443461394
64.0,59684.23211254606,Bachelor,Single,25,3.0,Rent,716.9458182285077
26.0,64924.725031885304,Master,Single,24,2.0,Rent,753.7516074441825
26.0,47562.108078051504,Master,Married,25,3.0,Rent,232.22703319044626
27.0,66604.85619467754,Bachelor,Married,44,0.0,Other,224.42937602463198
69.0,36391.09929858316,,Married,23,4.0,Rent,351.3463582721422
43.0,33742.83725019746,High School,Divorced,59,3.0,Other,569.2071238727101
58.0,77200.11807868324,,Divorced,51,,Rent,851.497531517891
52.0,58866.62920307814,Master,Divorced,54,1.0,Rent,824.4140689793493
69.0,70952.72302719991,High School,Divorced,29,3.0,Own,865.226037949561
42.0,37190.90437418461,PhD,Married,53,4.0,Other,386.7459257225797
43.0,36147.11912346905,Bachelor,Divorced,55,,Rent,436.1419428847162
28.0,44620.860208136866,Master,Divorced,25,3.0,Own,487.4397914924001
55.0,37639.11737691482,Bachelor,Divorced,35,,Other,570.7118842570615
19.0,60580.47815342677,Bachelor,Divorced,38,3.0,Other,643.3402289613135
24.0,38733.10914610332,High School,Single,53,0.0,Rent,855.4509901948179
35.0,32424.952128990644,Master,Married,44,,Other,414.2775733662012
44.0,52130.23118382849,Bachelor,Married,50,,Own,474.2293626914432
51.0,30650.2073626218,PhD,Divorced,36,,Own,884.7282140073457
44.0,23008.04102786916,High School,Single,49,0.0,Other,368.19042471189385
34.0,51998.85850791917,High School,Married,58,0.0,Own,745.3704998141004
60.0,23761.69935484685,High School,Married,50,,Other,582.2704434404604
61.0,61629.19094443134,Bachelor,Divorced,38,,Own,677.614746757285
68.0,29069.99410620806,Master,Divorced,54,3.0,Other,437.725779395441
,16389.89320370378,High School,Married,48,,Other,741.4352574827726
42.0,45593.05024788809,Bachelor,Married,20,1.0,Other,469.15830609345835
,52168.917549447266,High School,Single,23,,Own,316.0802073088045
69.0,57372.12595522911,Bachelor,Married,47,,Other,696.0078302420135
23.0,52580.235485237805,Master,Married,37,,Other,99.38225530208058
41.0,34110.31068323387,High School,Divorced,45,,Rent,486.3996359763439
50.0,60695.91771389906,Bachelor,Married,59,,Rent,658.2276196070543
66.0,64402.07759719619,PhD,Divorced,38,3.0,Other,751.556028874782
46.0,31913.56807316692,Master,Married,25,0.0,Rent,845.3038392503101
60.0,47284.90792010579,Bachelor,Married,20,,Other,955.50897669553
,45883.39959336471,,Married,27,,Rent,894.3496439437629
43.0,53305.723741820504,High School,Single,52,,Own,638.3095906997864
45.0,46926.14312338836,Bachelor,Divorced,40,0.0,Own,825.123555466577
67.0,48981.83341890535,Master,Single,43,0.0,Other,635.2226235219048
38.0,59627.23295362537,Bachelor,Married,44,3.0,Other,737.1811252924537
66.0,33292.203505983,High School,Single,38,1.0,Own,480.1307169621706
24.0,61060.597028912365,High School,Divorced,48,0.0,Own,692.4151631996281
34.0,67116.99097296876,High School,Married,29,,Rent,505.35075554452106
37.0,74512.02490233303,High School,Single,31,,Other,565.291185495652
58.0,17849.49013793961,High School,Single,52,,Own,693.0457792918927
66.0,47256.47514327173,Bachelor,Divorced,26,,Own,1018.2758154782332
37.0,20523.49138469616,High School,Single,36,,Other,678.9540800600394
39.0,13474.044653407647,,Divorced,29,4.0,Rent,597.6584132974996
45.0,52161.39571411218,Bachelor,Married,50,3.0,Rent,433.6447580608199
57.0,44012.72310724457,High School,Married,25,1.0,Rent,779.2403169341271
66.0,54497.764276561196,High School,Single,36,,Rent,1065.8160012361814
24.0,57291.91535130973,High School,Married,56,,Own,674.8305317974152
18.0,68718.4393716188,High School,Married,37,3.0,Other,740.3884517600807
49.0,50808.8063795867,Bachelor,Single,45,1.0,Other,852.8218217125004
30.0,93850.33425978632,High School,Married,35,,Own,768.4744958039308
47.0,54596.14782477819,Master,Single,27,1.0,Own,355.3083934986871
,77637.18566850817,,Divorced,43,4.0,Own,256.5603080214763
68.0,15007.432992136273,Master,Divorced,32,,Other,740.2943433303517
36.0,70246.09294325937,Bachelor,Divorced,48,0.0,Other,617.2008790319994
49.0,47288.5926530666,Master,Single,51,,Other,678.2939185740753
47.0,20774.79110859093,Bachelor,Single,43,1.0,Rent,943.9515152302197
46.0,56308.1766384218,High School,Married,35,,Own,476.68238215789916
66.0,45455.66693023524,High School,Married,30,1.0,Own,858.2818486258307
62.0,58700.79872672213,Master,Married,51,,Own,478.66735121403076
46.0,65166.14686326617,High School,Married,25,4.0,Other,913.0537485182133
47.0,27662.748248576063,High School,Married,54,,Own,750.1036968315107
33.0,65223.784736827365,Master,Single,52,,Own,298.5743954169697
57.0,50097.192263310746,Master,Single,37,,Rent,516.5442605648743
36.0,70292.61762039909,High School,Divorced,56,,Other,983.1336116931044
35.0,46922.77656503198,Bachelor,Divorced,32,3.0,Own,958.0383634757285
18.0,42943.86661202868,High School,Divorced,29,2.0,Other,720.8442777976206
31.0,50405.81061033427,Master,Divorced,56,,Other,670.8469469058416
68.0,51527.910595697795,High School,Single,45,,Other,647.9469345282897
64.0,40058.227977623974,High School,Single,36,3.0,Rent,687.4055313806904
67.0,42555.42903567074,Master,Single,20,0.0,Other,571.8399080716976
19.0,31596.86698229316,Bachelor,Married,44,,Other,842.2038518748403
45.0,43480.32365314708,Bachelor,Married,53,1.0,Other,357.7849864667919
66.0,60144.650899963686,Bachelor,Divorced,58,,Own,406.9289428928737
67.0,47939.68739140784,High School,Married,29,0.0,Rent,730.9983575724223
47.0,65135.979440709925,Bachelor,Single,39,4.0,Own,632.9968362259326
55.0,47218.55798520389,High School,Divorced,26,1.0,Rent,537.5076297650478
68.0,28527.23003415029,High School,Divorced,35,4.0,Rent,979.7053706712136
21.0,58959.12331334874,High School,Married,56,3.0,Other,620.7541042161517
18.0,39895.652884498966,Bachelor,Divorced,48,4.0,Other,208.63205371521673
25.0,46499.49066854698,PhD,Married,31,0.0,Own,551.7324255053475
46.0,68563.58071226176,PhD,Married,36,,Rent,798.697693849785
56.0,32586.94310417729,Bachelor,Divorced,39,2.0,Other,414.7050240332077
20.0,52471.156811965775,High School,Married,45,,Other,791.9010341299285
49.0,49392.22474946312,Bachelor,Married,38,,Other,400.46228072703013
27.0,60513.88573155655,Master,Married,31,,Other,867.3347327436605
27.0,62827.30048223034,,Married,40,4.0,Own,485.4866321691412
36.0,53957.585063733386,,Divorced,53,,Own,529.641742371397
63.0,44594.380301294004,High School,Single,26,,Other,514.8150416038663
51.0,57100.5875603894,PhD,Single,54,0.0,Other,719.4905352433575
,70034.83845716843,Master,Married,34,,Other,1162.5886924034696
,49590.65090540449,Master,Married,20,0.0,Other,602.9666775929439
45.0,45991.1582836546,High School,Married,45,0.0,Other,597.8191693700876
49.0,55822.55386501985,High School,Single,54,,Rent,485.3462827921565
67.0,50580.90530554418,High School,Married,44,0.0,Rent,82.35921159099742
24.0,29934.35864123301,High School,Divorced,34,,Rent,505.29538971927127
46.0,53589.96200596222,High School,Divorced,41,3.0,Rent,348.199475413246
,29798.56386854354,Bachelor,Divorced,25,,Other,222.5368071362522
18.0,55617.20969612668,Bachelor,Single,34,1.0,Rent,584.6007374096084
20.0,38042.85913390149,Bachelor,Married,43,4.0,Rent,491.48095832509085
41.0,50553.12206279519,Bachelor,Married,40,,Own,875.3144866647124
40.0,55858.90859298855,High School,Married,26,4.0,Rent,428.87955563845185
25.0,86808.55018915357,PhD,Single,48,,Rent,734.0734811747038
64.0,61141.249426803864,High School,Single,51,4.0,Other,730.1645304837579
54.0,70471.98214613502,Bachelor,Single,51,4.0,Rent,867.4266190399162
20.0,78076.21728040886,,Single,24,,Rent,675.7858096734923
68.0,57338.838754991666,,Divorced,23,,Other,863.8084866722518
50.0,54285.347004007985,High School,Single,41,,Rent,712.1893396200164
45.0,33999.18336760676,Bachelor,Single,37,,Other,827.8569260445717
64.0,48250.55101399408,Bachelor,Single,54,,Rent,1078.8313485001954
25.0,39153.684055462065,High School,Married,36,,Own,575.3553174142537
51.0,43984.11724813421,Bachelor,Married,43,0.0,Own,634.1619047636001
52.0,78059.95064288702,PhD,Married,21,,Rent,527.6367821990616
49.0,51719.322637999845,PhD,Divorced,32,,Own,908.4619275331913
41.0,36861.50633425837,High School,Divorced,34,,Other,1120.9305545803682
31.0,70618.00182036957,High School,Single,24,,Rent,746.8330204107536
49.0,64329.132143561736,High School,Married,22,2.0,Other,277.9837510442262
63.0,65114.80238900595,High School,Divorced,56,,Own,423.3780109026517
,19908.04695346408,High School,Married,56,1.0,Other,831.9179796286951
33.0,79230.06436582228,High School,Divorced,56,1.0,Own,371.128726706609
21.0,41622.27886859169,PhD,Divorced,22,0.0,Own,479.8934736894125
69.0,61669.32159189133,,Single,54,,Own,472.8784701607986
54.0,87856.99685925548,,Single,42,,Other,584.5699119242156
38.0,82329.99122285926,,Divorced,47,,Own,651.3420338705862
31.0,35336.568117909694,Bachelor,Single,49,,Rent,222.1137112386774
48.0,28332.239944965906,High School,Divorced,37,,Own,294.51225061779616
65.0,71455.19898271892,,Divorced,55,,Rent,299.285370083546
35.0,52130.83717391,Bachelor,Married,52,1.0,Rent,323.1944728172143
24.0,42486.7783804688,Master,Single,45,2.0,Rent,603.2013746935895
27.0,59318.27820408571,Master,Single,59,,Rent,638.9156117533862
24.0,47556.806338108385,Bachelor,Single,36,1.0,Other,802.6368463054592
50.0,60519.86205573115,Bachelor,Married,59,0.0,Rent,710.9858858831635
40.0,51004.72711728099,High School,Married,26,1.0,Own,483.5485240509912
38.0,60835.8189249225,Bachelor,Married,27,4.0,Rent,645.9856556841571
36.0,36582.00966295417,Bachelor,Single,50,,Own,810.8456351126404
65.0,71366.93019698952,,Single,31,,Other,554.5234630969844
36.0,60464.350560986575,High School,Single,50,1.0,Rent,537.9162739678059
53.0,59694.46054105359,High School,Married,38,,Own,411.00854300371884
46.0,33234.95109482009,PhD,Married,29,4.0,Other,439.0348369829927
35.0,75494.4862496637,High School,Divorced,58,,Other,737.114854148175
19.0,49794.25850950598,High School,Married,31,,Own,599.2351018495858
18.0,60920.73293644762,High School,Divorced,39,2.0,Rent,991.678203534568
64.0,45157.63304380087,Bachelor,Single,56,3.0,Other,464.6585575455294
22.0,53913.335970231456,,Married,26,1.0,Own,752.2746331316209
37.0,54456.91028179106,PhD,Single,33,,Rent,677.2818301744346
28.0,7701.0360199486895,Master,Single,30,4.0,Other,582.1251157251891
59.0,58736.72186982247,Bachelor,Single,26,1.0,Own,512.8995954297649
19.0,79480.12192583128,Bachelor,Single,48,,Other,720.0203743356095
20.0,58096.70388487935,High School,Married,29,0.0,Other,708.5347570715097
40.0,35634.376266653926,High School,Single,48,1.0,Own,640.397691805418
29.0,59749.423492308306,Master,Divorced,28,3.0,Other,685.1268807559337
37.0,65892.20795260009,High School,Married,55,,Own,607.2973532682398
22.0,57686.997742855805,High School,Single,29,,Rent,271.7638522265108
54.0,48888.09340354934,Bachelor,Married,38,,Own,616.8747005532124
55.0,46367.76161264104,High School,Divorced,50,3.0,Rent,546.2899181350551
47.0,46305.3536694979,PhD,Single,36,,Other,989.2487034799019
,60466.65351516819,High School,Divorced,28,,Own,726.6771267527193
51.0,28893.140074105577,Master,Single,52,,Own,640.3018256398185
61.0,44421.9025871689,Bachelor,Divorced,53,4.0,Own,692.5660146453336
52.0,73934.14734516422,Master,Single,43,1.0,Own,395.376374077661
69.0,74512.92899865765,High School,Married,28,,Rent,956.0925484441298
39.0,27827.79368297507,Bachelor,Single,26,2.0,Rent,533.0422151436886
61.0,33028.79583104586,Master,Married,35,1.0,Other,677.6845007281507
41.0,45940.691307080946,Bachelor,Single,38,0.0,Other,513.0495425483407
34.0,63388.84275671528,High School,Single,58,3.0,Other,499.7122927461176
27.0,22587.884689205144,Bachelor,Divorced,25,3.0,Other,386.4272662598328
47.0,49177.87047623783,Master,Divorced,30,0.0,Own,605.0242177102537
63.0,42887.31265130532,Bachelor,Divorced,31,2.0,Rent,633.1132385828779
40.0,69889.4701142785,PhD,Single,32,,Rent,685.7046591494185
49.0,24846.372890461185,,Single,31,1.0,Rent,460.7967558896065
,51388.109232404335,Bachelor,Single,40,,Rent,674.1551503238906
,44095.858439771095,Master,Married,29,,Other,391.9451246579951
68.0,72046.98389415932,Bachelor,Married,39,0.0,Own,556.1872411010852
34.0,58964.78969529874,Master,Single,55,3.0,Rent,660.3144272170929
31.0,41212.76511113398,PhD,Divorced,47,,Own,548.2575545238603
26.0,62800.79664993624,Bachelor,Divorced,43,1.0,Own,287.6311099969579
57.0,44167.56720037139,High School,Divorced,24,4.0,Own,311.4734811537003
19.0,64989.94566859631,High School,Single,56,,Own,644.1789736014807
62.0,46443.84513671633,Master,Divorced,31,,Rent,715.9302713496891
42.0,65819.99868153145,Master,Single,54,0.0,Rent,667.863357758411
,56541.229326908746,High School,Married,59,,Rent,720.7484418475666
26.0,98907.36621037134,High School,Divorced,21,,Other,543.8915028260435
39.0,49206.55991875994,,Married,58,,Rent,747.6883821826497
60.0,55742.934374321725,Master,Divorced,28,2.0,Other,667.2120158977874
63.0,42808.628874261034,High School,Single,41,,Other,472.10864697905214
21.0,50040.28011132168,,Single,24,,Other,702.8907422787236
43.0,9472.472987758389,Bachelor,Single,31,,Rent,659.2100408268992
46.0,56983.76024811548,,Single,20,0.0,Rent,934.4988175215177
62.0,70143.11319424117,Bachelor,Divorced,41,,Rent,875.8639906974984
51.0,55949.450068990314,Bachelor,Married,57,3.0,Other,581.5392903707772
40.0,30292.07813033934,High School,Single,38,3.0,Other,516.4638795419461
54.0,37973.19270936499,Bachelor,Divorced,35,0.0,Own,911.8222506176239
28.0,13547.118092655946,Master,Married,50,,Other,710.3079038510363
,64683.86010298136,,Single,22,1.0,Other,565.1704466462504
35.0,34902.300609356294,High School,Married,42,,Rent,202.18764863423735
38.0,49569.37114681658,High School,Single,37,,Own,224.4500551632894
59.0,47693.9364150917,High School,Married,45,0.0,Own,434.9943846460784
53.0,72315.90553487401,High School,Married,32,,Own,570.7238746625729
58.0,51279.21976948608,Master,Single,37,4.0,Rent,723.7036673509301
55.0,62133.393801590144,High School,Divorced,22,0.0,Own,754.2506448644474
51.0,58196.956462214934,Bachelor,Married,42,3.0,Own,900.0071370578619
34.0,70391.171299421,High School,Single,22,,Rent,786.2791675340435
54.0,46413.14458245562,High School,Married,44,3.0,Own,339.90641703580314
42.0,78044.22995756776,Bachelor,Married,46,,Other,806.0015159080851
55.0,20215.067654010272,High School,Divorced,46,3.0,Other,946.664941054672
29.0,62862.10247001854,High School,Married,58,,Other,936.7616154041204
40.0,37000.705870038015,,Married,44,,Other,357.4273101383513
59.0,42608.756708300716,Bachelor,Single,43,,Other,561.7806796043108
,58541.21400351553,High School,Single,27,3.0,Other,792.1947499139945
38.0,58421.03074771614,PhD,Divorced,28,,Other,368.3313932875742
44.0,59096.42020535107,Bachelor,Married,56,,Other,255.0170032161701
48.0,29207.630838421428,Master,Married,49,0.0,Other,662.7911373541247
23.0,71735.45346918861,High School,Married,38,1.0,Rent,464.88171457865946
44.0,36490.293226584865,High School,Divorced,35,,Rent,273.70978659707663
57.0,38490.693646622014,High School,Married,43,,Other,845.9040885505091
51.0,59568.45107250243,High School,Single,40,,Rent,632.8625316235965
29.0,45699.18237858139,Bachelor,Divorced,55,,Rent,495.861533091508
62.0,54623.91260843738,PhD,Single,59,3.0,Other,407.2631831615174
24.0,17650.98955050818,Bachelor,Single,58,3.0,Other,634.9132296686721
27.0,54264.86674278847,High School,Divorced,25,2.0,Rent,703.0834397851055
62.0,53267.47819268323,Bachelor,Single,24,1.0,Other,798.2238414728278
34.0,42352.12193353575,High School,Married,33,1.0,Other,296.2173357462237
43.0,18888.860603528155,Bachelor,Divorced,23,4.0,Other,695.3704128474071
38.0,46807.87607777593,Bachelor,Single,27,4.0,Other,738.8899018693995
,49439.39210302081,Master,Married,43,,Rent,1062.638371719066
63.0,44491.56514504257,PhD,Married,30,,Own,807.9220763897836
19.0,22457.383033512535,High School,Single,36,2.0,Rent,429.61652141152297
60.0,73921.01010975374,,Married,40,4.0,Own,858.1169572062005
18.0,40417.0770808344,PhD,Divorced,45,,Own,626.4631368861288
68.0,46666.93005615649,Master,Single,46,,Own,500.76610559668876
53.0,13857.885181725644,Bachelor,Married,35,2.0,Rent,536.3103019338448
,73922.8302304731,PhD,Married,45,,Rent,799.856976685993
43.0,43001.751023989156,High School,Single,52,1.0,Rent,194.23454099492253
46.0,51476.942256113034,PhD,Single,50,3.0,Rent,729.0134653015114
38.0,66811.06167224978,High School,Single,25,3.0,Rent,814.9338605450821
28.0,39855.43692925061,Bachelor,Single,27,4.0,Own,494.8045868133364
57.0,64448.67481079816,Master,Divorced,26,,Rent,625.4596672158725
28.0,19080.118160882874,High School,Single,53,1.0,Own,555.1088079366025
53.0,58264.7998635697,Bachelor,Divorced,33,1.0,Rent,803.4115955912675
66.0,73583.6324977948,High School,Divorced,35,,Rent,523.508916265888
56.0,41293.74729172955,PhD,Single,28,4.0,Other,609.5663528723743
57.0,66783.22430447598,Master,Divorced,29,,Own,529.5724601147533
52.0,77508.83978290675,,Single,36,2.0,Rent,857.0232548466156
51.0,46177.37242918971,Bachelor,Single,31,,Rent,392.95437796091596
64.0,44937.07571225209,,Married,25,2.0,Rent,780.3952214716036
41.0,36525.59381251544,,Single,38,2.0,Other,737.753857671328
39.0,42354.047672222994,Bachelor,Married,48,,Own,379.8727324330216
22.0,37769.6016459107,Master,Divorced,25,0.0,Rent,577.9888528420787
50.0,36513.33352359159,High School,Married,44,4.0,Rent,410.45938775655725
53.0,67982.52945067035,High School,Divorced,43,3.0,Rent,121.47964509614422
64.0,38151.10962067611,High School,Single,44,1.0,Other,570.8056950914502
37.0,53877.82872079434,High School,Divorced,35,,Rent,498.78197409856114
,50573.50152824356,Master,Divorced,35,,Own,379.819522936078
52.0,72471.41843856683,,Single,25,4.0,Own,598.0827466655207
69.0,42452.656519174794,Master,Divorced,56,2.0,Own,175.87750886824728
,55717.22069981483,High School,Single,40,3.0,Own,608.2549878686078
34.0,61866.04553414164,High School,Married,23,,Rent,603.0796242222275
,72346.24410980873,High School,Single,53,3.0,Other,1471.4958212882389
60.0,42233.699824321,Master,Single,47,,Other,279.36415282575837
51.0,40731.6129690143,,Divorced,57,2.0,Other,513.9424255858326
,34073.28419059921,PhD,Married,47,2.0,Rent,951.1604450833762
43.0,83544.4943127236,Bachelor,Single,36,0.0,Other,445.3570463668391
19.0,70767.08657270581,Bachelor,Married,33,,Own,891.9477711334223
26.0,49366.97908531935,Bachelor,Married,26,,Rent,771.414422548505
26.0,78971.58726690584,PhD,Divorced,41,1.0,Other,512.1149748427373
57.0,48472.04908451514,Master,Single,20,,Own,478.62939883374713
34.0,60866.15707150294,High School,Divorced,48,,Own,493.7550829842726
18.0,50152.57852584081,Bachelor,Single,50,,Rent,1165.2737753938745
42.0,55967.081776257066,Bachelor,Married,49,0.0,Rent,872.0238857822806
60.0,54376.4216380032,Master,Single,34,0.0,Other,559.4454212234928
57.0,43625.21939935026,High School,Single,37,,Other,576.7155199940439
59.0,66387.47807128029,Master,Married,54,0.0,Other,769.4896421362623
42.0,60739.28626525852,PhD,Married,49,,Rent,760.7288496965277
56.0,65415.41890252218,High School,Single,53,4.0,Other,408.62476452353803
,54803.40778249019,,Divorced,30,,Other,659.507727044048
20.0,36401.45177334299,High School,Single,46,,Own,489.49129433132947
67.0,75640.79099836553,High School,Married,43,,Own,630.439956263216
54.0,46061.65649648861,High School,Divorced,54,2.0,Own,590.3973733718298
61.0,55461.005428526216,High School,Married,58,,Other,803.5288944487534
61.0,59530.72038233404,Master,Married,27,2.0,Rent,546.3446157351109
68.0,55361.32574326428,High School,Divorced,37,,Own,623.6634969121752
,63731.25531845412,High School,Married,32,0.0,Rent,224.38163322339994
55.0,66100.66883474747,High School,Married,43,,Other,664.7305858306564
51.0,46627.49745429128,High School,Married,42,,Other,444.2956545798175
29.0,74382.01012933471,High School,Married,31,3.0,Own,296.57299403147573
36.0,45996.446687581025,Bachelor,Married,49,,Rent,825.8228455171474
54.0,55051.235733211826,High School,Married,50,2.0,Own,591.6461265068052
61.0,44184.827245936525,Master,Married,47,,Other,184.56817605280366
66.0,39897.89716023815,Master,Married,41,,Rent,443.27528758846097
34.0,65662.86633186298,High School,Married,47,2.0,Own,601.0003502870408
27.0,96828.45346139066,Master,Single,32,,Other,606.9498279655612
66.0,44573.60167519524,High School,Single,44,,Own,500.1188621978334
,68229.82362017118,High School,Married,26,2.0,Rent,-73.05918396652726
29.0,45111.33030949709,High School,Single,25,,Rent,489.6175687013018
33.0,49842.72534715993,High School,Divorced,43,,Rent,814.206662944534
41.0,76363.75658347507,Bachelor,Single,38,,Rent,880.4788929024874
36.0,33896.970723870414,Master,Married,38,1.0,Rent,478.5018073152802
25.0,29927.613970653158,High School,Married,55,,Own,976.666821933801
48.0,48692.02026855276,Master,Single,28,,Own,276.5977830503704
38.0,59954.84041906511,High School,Married,55,,Own,437.9936962740884
